date,quint,sv28,n,percent,quintile_label,inflation_perception
2024-04-01,1,1,28415695.521240234,0.5123184580645456,Poorest,1. Faster than expected
2024-04-01,1,2,20931612.934570313,0.37738480324816326,Poorest,2. At a typical pace
2024-04-01,1,3,6117598.330078125,0.11029673868729116,Poorest,3. Slower than expected
2024-04-01,2,1,34973182.23876953,0.6321195002324811,2,1. Faster than expected
2024-04-01,2,2,17766684.23486328,0.32112226684594686,2,2. At a typical pace
2024-04-01,2,3,2586985.84765625,0.04675823292157199,2,3. Slower than expected
2024-04-01,3,1,36239944.728027344,0.6571099486313547,3,1. Faster than expected
2024-04-01,3,2,16735890.372802734,0.30345852196256945,3,2. At a typical pace
2024-04-01,3,3,2174668.712890625,0.039431529406075826,3,3. Slower than expected
2024-04-01,4,1,37958744.354003906,0.6865693840854821,4,1. Faster than expected
2024-04-01,4,2,16400736.576660156,0.2966442594879476,4,2. At a typical pace
2024-04-01,4,3,928076.6474609375,0.01678635642657036,4,3. Slower than expected
2024-04-01,5,1,35659468.86303711,0.6455041981246858,Richest,1. Faster than expected
2024-04-01,5,2,15139705.254882813,0.27405745548070065,Richest,2. At a typical pace
2024-04-01,5,3,4443640.671875,0.08043834639461347,Richest,3. Slower than expected
2024-05-01,1,1,28823490.34375,0.5634735378320962,Poorest,1. Faster than expected
2024-05-01,1,2,19239376.943115234,0.37611266583379294,Poorest,2. At a typical pace
2024-05-01,1,3,3090360.697265625,0.06041379633411092,Poorest,3. Slower than expected
2024-05-01,2,1,24621600.141723633,0.44752128150944137,2,1. Faster than expected
2024-05-01,2,2,25512913.92626953,0.46372176745637494,2,2. At a typical pace
2024-05-01,2,3,4883204.9970703125,0.08875695103418367,2,3. Slower than expected
2024-05-01,3,1,29556037.14868164,0.5368645012091062,3,1. Faster than expected
2024-05-01,3,2,22100687.83154297,0.4014433562040886,3,2. At a typical pace
2024-05-01,3,3,3396341.635498047,0.06169214258680519,3,3. Slower than expected
2024-05-01,4,1,27670769.094970703,0.5035340748105942,4,1. Faster than expected
2024-05-01,4,2,23878655.787597656,0.434527743282495,4,2. At a typical pace
2024-05-01,4,3,3403696.423828125,0.06193818190691087,4,3. Slower than expected
2024-05-01,5,1,22560442.369873047,0.40945721333165735,Richest,1. Faster than expected
2024-05-01,5,2,28342102.21850586,0.5143905427070621,Richest,2. At a typical pace
2024-05-01,5,3,4195867.7373046875,0.0761522439612806,Richest,3. Slower than expected
2024-06-01,1,1,27888771.778320313,0.5071689680757023,Poorest,1. Faster than expected
2024-06-01,1,2,21623876.328125,0.3932392265355001,Poorest,2. At a typical pace
2024-06-01,1,3,5476465.056640625,0.09959180538879764,Poorest,3. Slower than expected
2024-06-01,2,1,23063425.301757813,0.4170165922126189,2,1. Faster than expected
2024-06-01,2,2,29669873.512695313,0.5364697299624714,2,2. At a typical pace
2024-06-01,2,3,2572474.9423828125,0.0465136778249097,2,3. Slower than expected
2024-06-01,3,1,23589982.635742188,0.4280975781283881,3,1. Faster than expected
2024-06-01,3,2,29518937.047607422,0.5356928682032285,3,2. At a typical pace
2024-06-01,3,3,1995299.169921875,0.03620955366838334,3,3. Slower than expected
2024-06-01,4,1,22512456.896972656,0.4065871534722571,4,1. Faster than expected
2024-06-01,4,2,29465585.87841797,0.5321644253457446,4,2. At a typical pace
2024-06-01,4,3,3391283.8369140625,0.06124842118199826,4,3. Slower than expected
2024-06-01,5,1,21529241.032714844,0.3903635282173309,Richest,1. Faster than expected
2024-06-01,5,2,26888436.349121094,0.4875352951616082,Richest,2. At a typical pace
2024-06-01,5,3,6734096.4814453125,0.12210117662106088,Richest,3. Slower than expected
2024-07-01,1,1,23193870.143188477,0.4488397135346187,Poorest,1. Faster than expected
2024-07-01,1,2,23695622.729003906,0.45854945518154216,Poorest,2. At a typical pace
2024-07-01,1,3,4785680.789550781,0.09261083128383908,Poorest,3. Slower than expected
2024-07-01,2,1,20761539.275390625,0.3730078038344308,2,1. Faster than expected
2024-07-01,2,2,31829965.342773438,0.5718663395400185,2,2. At a typical pace
2024-07-01,2,3,3068294.0830078125,0.055125856625550675,2,3. Slower than expected
2024-07-01,3,1,20972575.431396484,0.37984031122426176,3,1. Faster than expected
2024-07-01,3,2,29788619.204101563,0.5395102011404967,3,2. At a typical pace
2024-07-01,3,3,4452996.201171875,0.08064948763524149,3,3. Slower than expected
2024-07-01,4,1,22029884.294921875,0.39669412107098523,4,1. Faster than expected
2024-07-01,4,2,30386165.553710938,0.5471664342706234,4,2. At a typical pace
2024-07-01,4,3,3117629.943359375,0.056139444658391414,4,3. Slower than expected
2024-07-01,5,1,19786914.10986328,0.3606590477366772,Richest,1. Faster than expected
2024-07-01,5,2,31236605.494140625,0.5693542878637814,Richest,2. At a typical pace
2024-07-01,5,3,3839693.2670898438,0.0699866643995415,Richest,3. Slower than expected
2024-08-01,1,1,23747549.5703125,0.45760566347830933,Poorest,1. Faster than expected
2024-08-01,1,2,23548530.34790039,0.45377064365669867,Poorest,2. At a typical pace
2024-08-01,1,3,4599146.617675781,0.08862369286499201,Poorest,3. Slower than expected
2024-08-01,2,1,21725735.005859375,0.38650333198611353,2,1. Faster than expected
2024-08-01,2,2,31079629.8828125,0.5529102008913626,2,2. At a typical pace
2024-08-01,2,3,3405625.3095703125,0.060586467122523885,2,3. Slower than expected
2024-08-01,3,1,18453056.407226563,0.3385674543068573,3,1. Faster than expected
2024-08-01,3,2,33803579.92504883,0.6202111861100784,3,2. At a typical pace
2024-08-01,3,3,2246701.6953125,0.04122135958306425,3,3. Slower than expected
2024-08-01,4,1,22846286.533203125,0.4117723114653746,4,1. Faster than expected
2024-08-01,4,2,29781895.916992188,0.536776955140539,4,2. At a typical pace
2024-08-01,4,3,2854631.466796875,0.05145073339408646,4,3. Slower than expected
2024-08-01,5,1,17721046.938964844,0.3215626785224125,Richest,1. Faster than expected
2024-08-01,5,2,32646282.750976563,0.5923931109353111,Richest,2. At a typical pace
2024-08-01,5,3,4741823.587402344,0.08604421054227634,Richest,3. Slower than expected
2024-09-01,1,1,18011786.911865234,0.32611648228666623,Poorest,1. Faster than expected
2024-09-01,1,2,32787170.201660156,0.5936355267036826,Poorest,2. At a typical pace
2024-09-01,1,3,4432188.474609375,0.0802479910096512,Poorest,3. Slower than expected
2024-09-01,2,1,20482898.666015625,0.37239924874938507,2,1. Faster than expected
2024-09-01,2,2,31297313.674804688,0.5690159527913289,2,2. At a typical pace
2024-09-01,2,3,3222311.791015625,0.05858479845928603,2,3. Slower than expected
2024-09-01,3,1,19173322.961914063,0.3458358694423399,3,1. Faster than expected
2024-09-01,3,2,32563213.220703125,0.5873539593730356,3,2. At a typical pace
2024-09-01,3,3,3703991.1196289063,0.06681017118462443,3,3. Slower than expected
2024-09-01,4,1,19716885.426757813,0.35594873111577424,4,1. Faster than expected
2024-09-01,4,2,30649177.248535156,0.5533092836535531,4,2. At a typical pace
2024-09-01,4,3,5026424.228515625,0.0907419852306726,4,3. Slower than expected
2024-09-01,5,1,18572095.955078125,0.3368060254200153,Richest,1. Faster than expected
2024-09-01,5,2,30404241.803710938,0.5513826690636373,Richest,2. At a typical pace
2024-09-01,5,3,6165478.4599609375,0.11181130551634742,Richest,3. Slower than expected
2024-10-01,1,1,24857340.45654297,0.46997210033199277,Poorest,1. Faster than expected
2024-10-01,1,2,21331130.602539063,0.4033028500879921,Poorest,2. At a typical pace
2024-10-01,1,3,6702627.02734375,0.12672504958001513,Poorest,3. Slower than expected
2024-10-01,2,1,24086929.044921875,0.4335655207622241,2,1. Faster than expected
2024-10-01,2,2,26046951.6640625,0.4688459928385348,2,2. At a typical pace
2024-10-01,2,3,5421572.599609375,0.0975884863992411,2,3. Slower than expected
2024-10-01,3,1,16358467.833984375,0.29581566232903117,3,1. Faster than expected
2024-10-01,3,2,35955045.42138672,0.6501871497587145,3,2. At a typical pace
2024-10-01,3,3,2986019.248046875,0.05399718791225431,3,3. Slower than expected
2024-10-01,4,1,19577229.836914063,0.3546247407494313,4,1. Faster than expected
2024-10-01,4,2,34603780.65234375,0.6268178309706104,4,2. At a typical pace
2024-10-01,4,3,1024471.7778320313,0.01855742827995833,4,3. Slower than expected
2024-10-01,5,1,17074279.39501953,0.30941710920538434,Richest,1. Faster than expected
2024-10-01,5,2,32268683.626708984,0.584767449017604,Richest,2. At a typical pace
2024-10-01,5,3,5839116.078125,0.10581544177701163,Richest,3. Slower than expected
2024-11-01,1,1,24264621.767578125,0.4414819716374403,Poorest,1. Faster than expected
2024-11-01,1,2,26609222.67578125,0.4841407462753176,Poorest,2. At a typical pace
2024-11-01,1,3,4087905.5859375,0.07437728208724209,Poorest,3. Slower than expected
2024-11-01,2,1,24062711.025878906,0.43417322372465605,2,1. Faster than expected
2024-11-01,2,2,24206782.830078125,0.43677276953683525,2,2. At a typical pace
2024-11-01,2,3,7152420.05078125,0.12905400673850867,2,3. Slower than expected
2024-11-01,3,1,24915084.1484375,0.44497563349112285,3,1. Faster than expected
2024-11-01,3,2,25414500.5703125,0.4538950550501961,3,2. At a typical pace
2024-11-01,3,3,5662434.333984375,0.101129311458681,3,3. Slower than expected
2024-11-01,4,1,15657456.047851563,0.28668554326810586,4,1. Faster than expected
2024-11-01,4,2,32795954.485839844,0.6004887384026335,4,2. At a typical pace
2024-11-01,4,3,6162025.8408203125,0.1128257183292606,4,3. Slower than expected
2024-11-01,5,1,18535704.596191406,0.33595795484206614,Richest,1. Faster than expected
2024-11-01,5,2,32734134.21435547,0.5933031963856511,Richest,2. At a typical pace
2024-11-01,5,3,3902852.6796875,0.07073884877228273,Richest,3. Slower than expected
2024-12-01,1,1,31143056.293945313,0.5764407442876699,Poorest,1. Faster than expected
2024-12-01,1,2,21299218.514160156,0.39423675239720063,Poorest,2. At a typical pace
2024-12-01,1,3,1584191.2294921875,0.029322503315129478,Poorest,3. Slower than expected
2024-12-01,2,1,28196829.140625,0.5099735389713959,2,1. Faster than expected
2024-12-01,2,2,23610641.21533203,0.4270268191475052,2,2. At a typical pace
2024-12-01,2,3,3483298.646484375,0.06299964188109894,2,3. Slower than expected
2024-12-01,3,1,33735495.5390625,0.607020398109901,3,1. Faster than expected
2024-12-01,3,2,18503604.62890625,0.332945026264731,3,2. At a typical pace
2024-12-01,3,3,3336454.861328125,0.060034575625368014,3,3. Slower than expected
2024-12-01,4,1,22195577.175048828,0.40118349860061353,4,1. Faster than expected
2024-12-01,4,2,29540901.075195313,0.5339497122194304,4,2. At a typical pace
2024-12-01,4,3,3588771.298828125,0.06486678917995597,4,3. Slower than expected
2024-12-01,5,1,24556690.46044922,0.4460997177486711,Richest,1. Faster than expected
2024-12-01,5,2,28273231.149169922,0.5136148315996207,Richest,2. At a typical pace
2024-12-01,5,3,2217614.8120117188,0.04028545065170818,Richest,3. Slower than expected
2025-01-01,1,1,31210729.461914063,0.575700421016433,Poorest,1. Faster than expected
2025-01-01,1,2,19099784.874023438,0.35230686314834553,Poorest,2. At a typical pace
2025-01-01,1,3,3902976.435546875,0.07199271583522145,Poorest,3. Slower than expected
2025-01-01,2,1,33247340.790527344,0.6008394000756373,2,1. Faster than expected
2025-01-01,2,2,18345946.524414063,0.3315443353198724,2,2. At a typical pace
2025-01-01,2,3,3741533.9140625,0.06761626460449038,2,3. Slower than expected
2025-01-01,3,1,33318727.885253906,0.5986615634718871,3,1. Faster than expected
2025-01-01,3,2,19139695.259765625,0.34389667961056486,3,2. At a typical pace
2025-01-01,3,3,3196941.953125,0.057441756917547944,3,3. Slower than expected
2025-01-01,4,1,30112558.135742188,0.5483196299512259,4,1. Faster than expected
2025-01-01,4,2,23706533.885986328,0.4316723218663149,4,2. At a typical pace
2025-01-01,4,3,1098799.826171875,0.02000804818245921,4,3. Slower than expected
2025-01-01,5,1,23540857.013671875,0.42577678075532055,Richest,1. Faster than expected
2025-01-01,5,2,28962040.483154297,0.5238281832246375,Richest,2. At a typical pace
2025-01-01,5,3,2786301.1577148438,0.05039503602004185,Richest,3. Slower than expected
2025-02-01,1,1,29406261.02685547,0.5353668533502788,Poorest,1. Faster than expected
2025-02-01,1,2,20020839.614013672,0.3644969993225719,Poorest,2. At a typical pace
2025-02-01,1,3,5500209.189453125,0.10013614732714927,Poorest,3. Slower than expected
2025-02-01,2,1,35517486.36450195,0.6430917721952456,2,1. Faster than expected
2025-02-01,2,2,19134863.907226563,0.3464623992398266,2,2. At a typical pace
2025-02-01,2,3,576915.44140625,0.010445828564927788,2,3. Slower than expected
2025-02-01,3,1,29488323.55078125,0.5376144398502596,3,1. Faster than expected
2025-02-01,3,2,22874464.083496094,0.41703429406375414,3,2. At a typical pace
2025-02-01,3,3,2487531.4140625,0.04535126608598624,3,3. Slower than expected
2025-02-01,4,1,27823999.959960938,0.5016418595765377,4,1. Faster than expected
2025-02-01,4,2,22462009.634765625,0.40496996475073865,4,2. At a typical pace
2025-02-01,4,3,5179856,0.0933881756727236,4,3. Slower than expected
2025-02-01,5,1,27944179.512695313,0.5073685042907788,Richest,1. Faster than expected
2025-02-01,5,2,23194517.14453125,0.4211312579788307,Richest,2. At a typical pace
2025-02-01,5,3,3937996.666015625,0.07150023773039045,Richest,3. Slower than expected
2025-03-01,1,1,35617663.78222656,0.657569218734593,Poorest,1. Faster than expected
2025-03-01,1,2,16666604.486328125,0.3076969381832977,Poorest,2. At a typical pace
2025-03-01,1,3,1881381.16796875,0.034733843082109354,Poorest,3. Slower than expected
2025-03-01,2,1,37334269.83691406,0.6776819399349041,2,1. Faster than expected
2025-03-01,2,2,16033557.958007813,0.2910369670682054,2,2. At a typical pace
2025-03-01,2,3,1723311.037109375,0.0312810929968905,2,3. Slower than expected
2025-03-01,3,1,32019698.893554688,0.5806072884297414,3,1. Faster than expected
2025-03-01,3,2,19669670.084472656,0.35666649614722323,3,2. At a typical pace
2025-03-01,3,3,3459265.1015625,0.06272621542303533,3,3. Slower than expected
2025-03-01,4,1,29282071.932617188,0.5310690170218169,4,1. Faster than expected
2025-03-01,4,2,24527106.852539063,0.444831450333876,4,2. At a typical pace
2025-03-01,4,3,1328799.5078125,0.02409953264430716,4,3. Slower than expected
2025-03-01,5,1,31111535.2578125,0.5664120558881994,Richest,1. Faster than expected
2025-03-01,5,2,20187799.259765625,0.3675361176433986,Richest,2. At a typical pace
2025-03-01,5,3,3628054.3583984375,0.06605182646840199,Richest,3. Slower than expected
2025-04-01,1,1,36200228.04980469,0.6611051946830173,Poorest,1. Faster than expected
2025-04-01,1,2,17601928.624023438,0.32145450668906417,Poorest,2. At a typical pace
2025-04-01,1,3,954980.830078125,0.017440298627918578,Poorest,3. Slower than expected
2025-04-01,2,1,27274848.596191406,0.4947362736093853,2,1. Faster than expected
2025-04-01,2,2,22477208.4921875,0.40771226763542456,2,2. At a typical pace
2025-04-01,2,3,5378019.380859375,0.09755145875519011,2,3. Slower than expected
2025-04-01,3,1,29021476.447753906,0.5074568596420109,3,1. Faster than expected
2025-04-01,3,2,22876726.047851563,0.4000124383758501,3,2. At a typical pace
2025-04-01,3,3,5291834.24609375,0.092530701982139,3,3. Slower than expected
2025-04-01,4,1,26443721.041015625,0.4923953776808559,4,1. Faster than expected
2025-04-01,4,2,24910789.833496094,0.4638514280712453,4,2. At a typical pace
2025-04-01,4,3,2349732.1782226563,0.043753194247898794,4,3. Slower than expected
2025-04-01,5,1,25368554.21533203,0.46051829255320287,Richest,1. Faster than expected
2025-04-01,5,2,26748614.131835938,0.4855706794955139,Richest,2. At a typical pace
2025-04-01,5,3,2969794.810546875,0.05391102795128324,Richest,3. Slower than expected
2025-05-01,1,1,27830299.053710938,0.5119395678612487,Poorest,1. Faster than expected
2025-05-01,1,2,25093110.666992188,0.4615888678149703,Poorest,2. At a typical pace
2025-05-01,1,3,1439059.603515625,0.026471564323780943,Poorest,3. Slower than expected
2025-05-01,2,1,20787226.137695313,0.3742582534508768,2,1. Faster than expected
2025-05-01,2,2,31088268.483398438,0.5597207144588565,2,2. At a typical pace
2025-05-01,2,3,3666970.8984375,0.06602103209026662,2,3. Slower than expected
2025-05-01,3,1,25104179.241210938,0.4428164880578241,3,1. Faster than expected
2025-05-01,3,2,25600845.736328125,0.4515772649384616,3,2. At a typical pace
2025-05-01,3,3,5987035.7705078125,0.10560624700371427,3,3. Slower than expected
2025-05-01,4,1,19341593.879882813,0.3598700423598366,4,1. Faster than expected
2025-05-01,4,2,29965402.071289063,0.5575368079639188,4,2. At a typical pace
2025-05-01,4,3,4439055.6875,0.08259314967624465,4,3. Slower than expected
2025-05-01,5,1,16781697.790039063,0.30374500941612637,Richest,1. Faster than expected
2025-05-01,5,2,33457906.10205078,0.6055806826674854,Richest,2. At a typical pace
2025-05-01,5,3,5009691.634765625,0.09067430791638825,Richest,3. Slower than expected
2025-06-01,1,1,28833646.4140625,0.525314198422344,Poorest,1. Faster than expected
2025-06-01,1,2,23558156.657226563,0.42920114934416814,Poorest,2. At a typical pace
2025-06-01,1,3,2496578.96875,0.0454846522334879,Poorest,3. Slower than expected
2025-06-01,2,1,19883715.834960938,0.35960331150564484,2,1. Faster than expected
2025-06-01,2,2,31840205.994140625,0.5758402307471593,2,2. At a typical pace
2025-06-01,2,3,3569550.724609375,0.06455645774719587,2,3. Slower than expected
2025-06-01,3,1,23344244.575683594,0.4204422532029116,3,1. Faster than expected
2025-06-01,3,2,27196168.12109375,0.4898174437063794,3,2. At a typical pace
2025-06-01,3,3,4982657.11328125,0.08974030309070895,3,3. Slower than expected
2025-06-01,4,1,21758977.89794922,0.3933417349647909,4,1. Faster than expected
2025-06-01,4,2,28198637.07373047,0.5097528423552014,4,2. At a typical pace
2025-06-01,4,3,5360638.759765625,0.09690542268000776,4,3. Slower than expected
2025-06-01,5,1,18598011.58984375,0.33744005676355665,Richest,1. Faster than expected
2025-06-01,5,2,33077577.165039063,0.6001555307271147,Richest,2. At a typical pace
2025-06-01,5,3,3439419.724609375,0.06240441250932861,Richest,3. Slower than expected
2025-07-01,1,1,30998180.569335938,0.5630205427865232,Poorest,1. Faster than expected
2025-07-01,1,2,19285554.369140625,0.35028389051948705,Poorest,2. At a typical pace
2025-07-01,1,3,4773191.432128906,0.08669556669398969,Poorest,3. Slower than expected
2025-07-01,2,1,31365818.111328125,0.5584710320138682,2,1. Faster than expected
2025-07-01,2,2,21547583.708984375,0.3836565419288588,2,2. At a typical pace
2025-07-01,2,3,3250331.50390625,0.05787242605727302,2,3. Slower than expected
2025-07-01,3,1,27983230.455078125,0.517279550838118,3,1. Faster than expected
2025-07-01,3,2,22741976.6640625,0.42039318844341655,3,2. At a typical pace
2025-07-01,3,3,3371712.833984375,0.0623272607184654,3,3. Slower than expected
2025-07-01,4,1,24776058.190429688,0.4479999481645005,4,1. Faster than expected
2025-07-01,4,2,26552466.776367188,0.48012091544275715,4,2. At a typical pace
2025-07-01,4,3,3975182.75,0.07187913639274235,4,3. Slower than expected
2025-07-01,5,1,20466368.477539063,0.3721616156386448,Richest,1. Faster than expected
2025-07-01,5,2,30229877.69189453,0.5497018259356032,Richest,2. At a typical pace
2025-07-01,5,3,4296981.55078125,0.07813655842575197,Richest,3. Slower than expected
2025-08-01,1,1,31708608.482421875,0.5847871419758024,Poorest,1. Faster than expected
2025-08-01,1,2,18571427.194335938,0.3425042078843665,Poorest,2. At a typical pace
2025-08-01,1,3,3942443.25,0.07270865013983113,Poorest,3. Slower than expected
2025-08-01,2,1,28395558.024414063,0.5148850478615878,2,1. Faster than expected
2025-08-01,2,2,21858155.966308594,0.39634500830032854,2,2. At a typical pace
2025-08-01,2,3,4895601.65234375,0.08876994383808359,2,3. Slower than expected
2025-08-01,3,1,31080345.084960938,0.5543523046451629,3,1. Faster than expected
2025-08-01,3,2,21634843.947265625,0.38588135266903606,3,2. At a typical pace
2025-08-01,3,3,3350862.87109375,0.05976634268580105,3,3. Slower than expected
2025-08-01,4,1,25903900.306640625,0.47943289359620256,4,1. Faster than expected
2025-08-01,4,2,23399997.056640625,0.43309031328119524,4,2. At a typical pace
2025-08-01,4,3,4726396.87109375,0.08747679312260223,4,3. Slower than expected
2025-08-01,5,1,23490214.02734375,0.42679898140956163,Richest,1. Faster than expected
2025-08-01,5,2,28144483.717773438,0.5113634541201327,Richest,2. At a typical pace
2025-08-01,5,3,3403423.3623046875,0.0618375644703056,Richest,3. Slower than expected
2025-09-01,1,1,36981339.8125,0.667361518527996,Poorest,1. Faster than expected
2025-09-01,1,2,14143252.044921875,0.2552276961699722,Poorest,2. At a typical pace
2025-09-01,1,3,4289660.81640625,0.07741078530203178,Poorest,3. Slower than expected
2025-09-01,2,1,31825137.763671875,0.5764308940952009,2,1. Faster than expected
2025-09-01,2,2,19078394.038085938,0.34555626482873664,2,2. At a typical pace
2025-09-01,2,3,4307141.48046875,0.07801284107606249,2,3. Slower than expected
2025-09-01,3,1,28576882.94140625,0.5186490378575548,3,1. Faster than expected
2025-09-01,3,2,23678191.731933594,0.4297414586872274,3,2. At a typical pace
2025-09-01,3,3,2843616.0703125,0.05160950345521775,3,3. Slower than expected
2025-09-01,4,1,31105160.62451172,0.5557365118003125,4,1. Faster than expected
2025-09-01,4,2,21484321.82421875,0.3838469832423211,4,2. At a typical pace
2025-09-01,4,3,3381575.712890625,0.06041650495736642,4,3. Slower than expected
2025-09-01,5,1,22983333.735351563,0.4204623978487493,Richest,1. Faster than expected
2025-09-01,5,2,27577171.42138672,0.5045031219247053,Richest,2. At a typical pace
2025-09-01,5,3,4101537.99609375,0.07503448022654546,Richest,3. Slower than expected
2025-10-01,1,1,36715105.83203125,0.6546535150298137,Poorest,1. Faster than expected
2025-10-01,1,2,17430254.911132813,0.3107924486897079,Poorest,2. At a typical pace
2025-10-01,1,3,1937903.134765625,0.03455403628047838,Poorest,3. Slower than expected
2025-10-01,2,1,29545348.186523438,0.5378041752060084,2,1. Faster than expected
2025-10-01,2,2,21762097.387695313,0.396128241997864,2,2. At a typical pace
2025-10-01,2,3,3629554.822265625,0.06606758279612758,2,3. Slower than expected
2025-10-01,3,1,25793148.09765625,0.46677279905189056,3,1. Faster than expected
2025-10-01,3,2,24414441.8671875,0.4418226625338648,3,2. At a typical pace
2025-10-01,3,3,5050874.431640625,0.09140453841424463,3,3. Slower than expected
2025-10-01,4,1,30275249.357421875,0.5393292725078501,4,1. Faster than expected
2025-10-01,4,2,19522698.038085938,0.3477811992881285,4,2. At a typical pace
2025-10-01,4,3,6337053.80078125,0.11288952820402141,4,3. Slower than expected
2025-10-01,5,1,21133610.243164063,0.3907458064257974,Richest,1. Faster than expected
2025-10-01,5,2,26601548.041503906,0.491844186679569,Richest,2. At a typical pace
2025-10-01,5,3,6350157.2724609375,0.11741000689463357,Richest,3. Slower than expected
